Title,Distibutor,Max Theaters,Opening Weekend,Opening Theaters,Year,Weekend #,Multiplier,Box Office Mojo URL,RT Rating,Mojo Genre,Mojo MPAA,Mojo Budget,Director,Producer,Composer,Gross
Spring Breakers,A24,1379,263002,3,2013,12,53.7,http://www.boxofficemojo.com/movies/?id=springbreakers.htm,67,Crime Drama,R,5,Harmony Korine,?,?,14124284
Left Behind (2014),Free,1887,6300147,1825,2014,40,2.23,http://www.boxofficemojo.com/movies/?id=leftbehind2014.htm,2,Thriller,PG-13,16,Vic Armstrong,?,?,14019924
Love & Friendship,RAtt.,826,133513,4,2016,23,104.98,http://www.boxofficemojo.com/movies/?id=lovefriendship.htm,98,Comedy,PG,?,Whit Stillman,?,?,14016568
What's Your Number?,Fox,3011,5421669,3002,2011,39,2.58,http://www.boxofficemojo.com/movies/?id=whatsyournumber.htm,23,Comedy,R,20,Mark Mylod,Anna Faris,Aaron Zigman,14011084
Hot Rod,Par.,2607,5310711,2607,2007,31,2.62,http://www.boxofficemojo.com/movies/?id=hotrod.htm,40,Action Comedy,PG-13,?,Akiva Schaffer,Lorne Michaels,Trevor Rabin,13938332
Firehouse Dog,Fox,2881,3838916,2860,2007,14,3.63,http://www.boxofficemojo.com/movies/?id=firehousedog.htm,38,Family Comedy,PG,?,?,?,?,13932383
Cirque du Freak: The Vampire's Assistant,Uni.,2754,6293205,2754,2009,43,2.2,http://www.boxofficemojo.com/movies/?id=cirquedufreak.htm,38,Fantasy,PG-13,40,Paul Weitz,?,Stephen Trask,13869515
The Duchess,ParV,1207,190426,7,2008,41,72.73,http://www.boxofficemojo.com/movies/?id=duchess.htm,61,Historical Drama,PG-13,?,?,?,Rachel Portman,13848978
One Day,Focus,1725,5079566,1719,2011,33,2.73,http://www.boxofficemojo.com/movies/?id=oneday.htm,45,Romance,PG-13,15,Lone Scherfig,Nina Jacobson,Rachel Portman,13843771
Fly Me to the Moon,Sum.,713,1900523,452,2008,35,7.27,http://www.boxofficemojo.com/movies/?id=flymetothemoon3d.htm,19,Animation,G,25,?,Charlotte Huggins,Ramin Djawadi,13816982
Repo Men,Uni.,2521,6126170,2521,2010,12,2.25,http://www.boxofficemojo.com/movies/?id=repossessionmambo.htm,22,Sci-Fi Action,R,32,?,Mike Drake,Marco Beltrami,13794835
Frank Miller's Sin City: A Dame to Kill For,W/Dim.,2894,6317683,2894,2014,34,2.18,http://www.boxofficemojo.com/movies/?id=sincity2.htm,43,Crime,R,?,Frank Miller,Frank Miller,Graeme Revell,13757804
Letters from Iwo Jima,WB,781,89097,5,2007,5,154.39,http://www.boxofficemojo.com/movies/?id=lettersfromiwojima.htm,91,War,R,19,Clint Eastwood,Clint Eastwood,?,13756082
Hit and Run,ORF,2870,4526222,2870,2012,34,3.04,http://www.boxofficemojo.com/movies/?id=hitandrun.htm,50,Action Comedy,R,2,David Palmer,Andrew Panay,Robert Mervak,13749300
Crank: High Voltage,LGF,2223,6963565,2223,2009,16,1.97,http://www.boxofficemojo.com/movies/?id=crank2.htm,63,Action,R,?,Mark Neveldine,Gary Lucchesi,?,13684249
Warrior,LGF,1883,5242107,1869,2011,36,2.61,http://www.boxofficemojo.com/movies/?id=warrior10.htm,82,Action,PG-13,25,Gavin O,?,Mark Isham,13657115
Burnt,Wein.,3003,5002521,3003,2015,44,2.73,http://www.boxofficemojo.com/movies/?id=adamjones.htm,30,Comedy,R,20,John Wells,Michael Shamberg,?,13651946
The Haunting of Molly Hartley,Free,2652,5423315,2652,2008,44,2.5,http://www.boxofficemojo.com/movies/?id=hauntingofmollyhartley.htm,3,Horror,PG-13,?,?,?,?,13559812
Dredd,LGF,2557,6278491,2506,2012,38,2.14,http://www.boxofficemojo.com/movies/?id=dredd.htm,78,Action,R,50,Pete Travis,Alex Garland,Paul Leonard,13414714
Labor Day,Par.,2584,5175282,2584,2014,5,2.58,http://www.boxofficemojo.com/movies/?id=laborday.htm,34,Drama,PG-13,18,Jason Reitman,Steven M. Rales,Rolfe Kent,13371528
Ghost Town,P/DW,1512,5012315,1505,2008,38,2.67,http://www.boxofficemojo.com/movies/?id=ghosttown.htm,86,Fantasy Comedy,PG-13,20,David Koepp,Gary Barber,Geoff Zanelli,13367624
The Comebacks,FoxA,2812,5554594,2812,2007,42,2.4,http://www.boxofficemojo.com/movies/?id=comebacks.htm,9,Sports Comedy,PG-13,?,Tom Brady,Andrew Panay,Christopher Lennertz,13349927
Case 39,ParV,2212,5350570,2211,2010,40,2.48,http://www.boxofficemojo.com/movies/?id=case39.htm,22,Horror Thriller,R,26,Christian Alvart,Steve Golin,?,13261851
Inside Llewyn Davis,CBS,729,405411,4,2014,2,32.65,http://www.boxofficemojo.com/movies/?id=insidellewyndavis.htm,94,Comedy,R,?,Ethan Coen,Ethan Coen,?,13235319
Daddy Day Camp,SonR,2332,3402678,2332,2007,32,3.89,http://www.boxofficemojo.com/movies/?id=daddydaycamp.htm,1,Family Comedy,PG,?,Fred Savage,John Davis,?,13235267
The Rum Diary,FD,2292,5135369,2273,2011,43,2.55,http://www.boxofficemojo.com/movies/?id=rumdiary.htm,50,Adventure,R,45,Bruce Robinson,Johnny Depp,?,13109815
Playing for Keeps,FD,2840,5750288,2837,2012,49,2.28,http://www.boxofficemojo.com/movies/?id=playingthefield.htm,3,Romantic Comedy,PG-13,?,Gabriele Muccino,Gerard Butler,?,13102272
Hillary's America: The Secret History of the Democratic Party,QF,1217,74814,3,2016,30,175.1,http://www.boxofficemojo.com/movies/?id=hillarysamerica.htm,4,Documentary,PG-13,?,Dinesh D,?,?,13099931
Whip It,FoxS,1738,4650812,1721,2009,40,2.8,http://www.boxofficemojo.com/movies/?id=whipit.htm,84,Comedy,PG-13,15,Drew Barrymore,Barry Mendel,?,13043363
Do You Believe?,PFR,1356,3591282,1320,2015,12,3.62,http://www.boxofficemojo.com/movies/?id=doyoubelieve.htm,17,Drama,PG-13,?,?,?,?,12985600
The Pirates Who Don't Do Anything,Uni.,1340,4251320,1337,2008,2,3.05,http://www.boxofficemojo.com/movies/?id=pirateswhodontdoanything.htm,39,Animation,G,?,?,?,?,12981269
Volver,SPC,689,197703,5,2007,4,65.25,http://www.boxofficemojo.com/movies/?id=volver.htm,92,Foreign,R,?,Pedro Almodovar,?,Alberto Iglesias,12899867
Shoot 'Em Up,NL,2108,5716554,2108,2007,36,2.24,http://www.boxofficemojo.com/movies/?id=shootemup.htm,67,Action,R,39,Michael Davis,Don Murphy,Paul Haslinger,12807139
Silent House,ORF,2124,6661234,2124,2012,10,1.91,http://www.boxofficemojo.com/movies/?id=silenthouse.htm,42,Horror,R,?,Chris Kentis,Laura Lau,?,12754783
Carol,Wein.,790,253510,4,2016,3,50.14,http://www.boxofficemojo.com/movies/?id=carol.htm,94,Drama,R,?,Todd Haynes,?,Carter Burwell,12711491
Triple 9,ORF,2205,6109085,2205,2016,9,2.07,http://www.boxofficemojo.com/movies/?id=triplenine.htm,53,Thriller,R,?,John Hillcoat,?,?,12639297
Winter's Tale,WB,2965,7297694,2965,2014,7,1.73,http://www.boxofficemojo.com/movies/?id=winterstale.htm,13,Fantasy,PG-13,60,Akiva Goldsman,Akiva Goldsman,Rupert Gregson,12600231
An Education,SPC,763,159017,4,2010,6,79.08,http://www.boxofficemojo.com/movies/?id=aneducation.htm,94,Period Drama,PG-13,7.5,Lone Scherfig,Nick Hornby,?,12574914
Love & Mercy,RAtt.,791,2122177,481,2015,25,5.91,http://www.boxofficemojo.com/movies/?id=loveandmercy.htm,91,Music Drama,PG-13,?,?,?,?,12551031
I Think I Love My Wife,FoxS,1794,5674802,1776,2007,11,2.21,http://www.boxofficemojo.com/movies/?id=ithinkilovemywife.htm,18,Romantic Comedy,R,11,Chris Rock,Lisa Stewart,Marcus Miller,12550605
The Light Between Oceans,BV,1500,4765838,1500,2016,36,2.63,http://www.boxofficemojo.com/movies/?id=lightbetweenoceans.htm,59,Drama,PG-13,20,Derek Cianfrance,?,?,12545979
Cirque Du Soleil: Worlds Away,Par.,840,2162993,840,2012,51,5.78,http://www.boxofficemojo.com/movies/?id=cirquedusoleil.htm,44,Concert,PG,?,Andrew Adamson,Andrew Adamson,?,12512862
Evening,Focus,979,3501971,977,2007,26,3.57,http://www.boxofficemojo.com/movies/?id=evening.htm,27,Drama,PG-13,?,?,?,?,12492481
People Like Us,BV,2055,4255423,2055,2012,26,2.92,http://www.boxofficemojo.com/movies/?id=peoplelikeus.htm,54,Drama,PG-13,16,Alex Kurtzman,Bobby Cohen,A.R. Rahman,12434778
Strange Magic,BV,3020,5504441,3020,2015,4,2.26,http://www.boxofficemojo.com/movies/?id=strangemagic.htm,16,Animation,PG,?,?,George Lucas,?,12429583
Hot Tub Time Machine 2,Par.,2901,5963324,2880,2015,8,2.07,http://www.boxofficemojo.com/movies/?id=hottub2.htm,14,Comedy,R,14,Steve Pink,Andrew Panay,Christophe Beck,12314651
Self/Less,Focus,2353,5403460,2353,2015,28,2.27,http://www.boxofficemojo.com/movies/?id=selfless.htm,19,Sci-Fi Thriller,PG-13,26,Tarsem,Ram Bergman,?,12279691
Far from the Madding Crowd,FoxS,902,164985,10,2015,21,74.17,http://www.boxofficemojo.com/movies/?id=maddingcrowd.htm,85,Drama,PG-13,?,Thomas Vinterberg,?,?,12236500
12 Rounds,Fox,2331,5329240,2331,2009,13,2.3,http://www.boxofficemojo.com/movies/?id=12rounds.htm,29,Action,PG-13,?,Renny Harlin,Mark Gordon,Trevor Rabin,12234694
The 33,WB,2452,5787266,2452,2015,46,2.11,http://www.boxofficemojo.com/movies/?id=33.htm,45,Drama,PG-13,?,?,?,James Horner,12227722
Let Me In,Over.,2042,5147479,2020,2010,40,2.36,http://www.boxofficemojo.com/movies/?id=lettherightonein09.htm,88,Horror,R,20,Matt Reeves,?,Michael Giacchino,12134935
Foxcatcher,SPC,759,270877,6,2015,3,44.66,http://www.boxofficemojo.com/movies/?id=foxcatcher.htm,88,Drama,R,?,Bennett Miller,Megan Ellison,?,12096300
Soul Men,MGM/W,2048,5401605,2044,2008,45,2.24,http://www.boxofficemojo.com/movies/?id=soulmen.htm,45,Comedy,R,?,Malcolm D. Lee,?,?,12082391
Extraordinary Measures,CBS,2549,6012594,2549,2010,4,2.01,http://www.boxofficemojo.com/movies/?id=crowley.htm,28,Drama,PG,31,Tom Vaughan,Michael Shamberg,?,12068313
Sunshine Cleaning,Over.,642,219190,4,2009,16,55.03,http://www.boxofficemojo.com/movies/?id=sunshinecleaning.htm,72,Comedy,R,?,Christine Jeffs,?,?,12062558
The Last Stand,LGF,2913,6281433,2913,2013,3,1.92,http://www.boxofficemojo.com/movies/?id=laststand.htm,60,Action,R,45,Jee,Lorenzo di Bonaventura,?,12050299
Sorority Row,Sum.,2665,5059802,2665,2009,37,2.36,http://www.boxofficemojo.com/movies/?id=sororityrow.htm,22,Horror,R,12.5,?,?,?,11965282
The Darjeeling Limited,FoxS,698,134938,2,2007,43,88.21,http://www.boxofficemojo.com/movies/?id=darjeelinglimited.htm,69,Comedy,R,16,Wes Anderson,Steven M. Rales,?,11902715
Sydney White,Uni.,2106,5196380,2104,2007,38,2.29,http://www.boxofficemojo.com/movies/?id=sydneywhite.htm,37,Comedy,PG-13,?,Joe Nussbaum,James G. Robinson,Deborah Lurie,11892415
Glee The 3D Concert Movie,Fox,2040,5961231,2040,2011,32,1.99,http://www.boxofficemojo.com/movies/?id=gleelive3d.htm,60,Concert,PG,9,?,?,?,11862398
Meet Dave,Fox,3011,5251918,3011,2008,28,2.25,http://www.boxofficemojo.com/movies/?id=meetdave.htm,20,Sci-Fi Comedy,PG,60,Brian Robbins,Thomas M. Hammel,John Debney,11803254
Fifty Shades of Black,ORF,2075,5900528,2075,2016,5,1.98,http://www.boxofficemojo.com/movies/?id=fiftyshadesofblack.htm,7,Comedy,R,?,Michael Tiddes,?,?,11686940
Gone,LG/S,2186,4770360,2186,2012,9,2.45,http://www.boxofficemojo.com/movies/?id=gone.htm,11,Thriller,PG-13,?,Heitor Dhalia,Sidney Kimmel,David Buckley,11682205
The Conspirator,RAtt.,849,3506602,707,2011,15,3.29,http://www.boxofficemojo.com/movies/?id=conspirator.htm,55,Historical Drama,PG-13,25,Robert Redford,Greg Shapiro,Mark Isham,11538204
The Longshots,MGM/W,2089,4080687,2089,2008,34,2.83,http://www.boxofficemojo.com/movies/?id=longshots.htm,41,Family Comedy,PG,?,?,Matt Alvarez,Teddy Castellucci,11537046
The Words,CBS,2801,4750894,2801,2012,36,2.42,http://www.boxofficemojo.com/movies/?id=words2012.htm,24,Drama,PG-13,6,Brian Klugman,Bradley Cooper,Marcelo Zarvos,11494838
Out of the Furnace,Rela.,2101,5220288,2101,2013,49,2.17,http://www.boxofficemojo.com/movies/?id=outofthefurnace.htm,53,Thriller,R,22,Scott Cooper,Riza Aziz,?,11330849
Be Kind Rewind,NL,810,4050655,808,2008,8,2.76,http://www.boxofficemojo.com/movies/?id=bekindrewind.htm,66,Comedy,PG-13,?,Michel Gondry,?,?,11175164
The Danish Girl,Focus,794,187318,4,2016,4,59.33,http://www.boxofficemojo.com/movies/?id=danishgirl.htm,69,Drama,R,?,Tom Hooper,?,Alexandre Desplat,11114018
Cafe Society,LGF,631,359289,5,2016,31,30.9,http://www.boxofficemojo.com/movies/?id=cafesociety.htm,70,Comedy,PG-13,?,Woody Allen,?,?,11103205
In the Land of Women,WB,2155,4712341,2155,2007,16,2.35,http://www.boxofficemojo.com/movies/?id=inthelandofwomen.htm,43,Drama,PG-13,?,?,Steve Golin,Stephen Trask,11052958
Doomsday,Rog.,1938,4926565,1936,2008,11,2.23,http://www.boxofficemojo.com/movies/?id=doomsday.htm,50,Sci-Fi Horror,R,?,Neil Marshall,Marc D. Evans,?,11008770
The Astronaut Farmer,WB,2155,4454319,2155,2007,8,2.47,http://www.boxofficemojo.com/movies/?id=astronautfarmer.htm,57,Drama,PG,13,?,?,?,11003643
Dragon Wars,Free,2277,5041239,2277,2007,37,2.18,http://www.boxofficemojo.com/movies/?id=dragonwars.htm,29,Action Fantasy,PG-13,32,?,?,Steve Jablonsky,10977721
Pride and Prejudice and Zombies,SGem,2931,5324240,2931,2016,6,2.05,http://www.boxofficemojo.com/movies/?id=prideprejudicezombies.htm,43,Comedy,PG-13,28,Burr Steers,Natalie Portman,?,10938134
Stop-Loss,Par.,1305,4555117,1291,2008,13,2.4,http://www.boxofficemojo.com/movies/?id=stoploss.htm,64,War Drama,R,25,Kimberly Peirce,Kimberly Peirce,John Powell,10915744
Dead Man Down,FD,2188,5345250,2188,2013,10,2.04,http://www.boxofficemojo.com/movies/?id=deadmandown.htm,38,Thriller,R,?,Niels Arden Oplev,Brian Kavanaugh,?,10895295
Extract,Mira.,1614,4340108,1611,2009,36,2.49,http://www.boxofficemojo.com/movies/?id=extract.htm,63,Comedy,R,8,Mike Judge,Tom Lassally,?,10823158
The Darkness,BH Tilt,1769,4950859,1755,2016,20,2.17,http://www.boxofficemojo.com/movies/?id=bhtilt2016.htm,4,Horror,PG-13,?,?,Jason Blum,?,10753574
Avatar: Special Edition,Fox,812,4007750,812,2010,35,2.68,http://www.boxofficemojo.com/movies/?id=avatarspecialedition.htm,83,Sci-Fi Adventure,PG-13,?,?,?,?,10741486
The Drop,FoxS,1192,4104552,809,2014,37,2.61,http://www.boxofficemojo.com/movies/?id=drop.htm,89,Crime Drama,R,12.6,Michael Roskam,Peter Chernin,Marco Beltrami,10724389
Drive Angry,Sum.,2290,5187625,2290,2011,8,2.07,http://www.boxofficemojo.com/movies/?id=driveangry.htm,46,Action,R,?,Patrick Lussier,Michael De Luca,Michael Wandmacher,10721033
The Gunman,ORF,2816,5028702,2816,2015,12,2.12,http://www.boxofficemojo.com/movies/?id=gunman2015.htm,17,Thriller,R,40,Pierre Morel,Sean Penn,?,10664749
Nocturnal Animals,Focus,1262,492648,37,2016,50,21.64,http://www.boxofficemojo.com/movies/?id=nocturnalanimals.htm,73,Drama,R,?,Tom Ford,?,?,10663357
Primeval,BV,2444,6048315,2444,2007,2,1.75,http://www.boxofficemojo.com/movies/?id=primeval.htm,19,Horror Thriller,R,?,?,Gavin Polone,John Frizzell,10597734
Not Easily Broken,SGem,725,5314278,724,2009,2,1.99,http://www.boxofficemojo.com/movies/?id=noteasilybroken.htm,33,Drama,PG-13,5,Bill Duke,T.D. Jakes,?,10572742
Jonah Hex,WB,2825,5379365,2825,2010,25,1.96,http://www.boxofficemojo.com/movies/?id=jonahhex.htm,12,Western,PG-13,47,Jimmy Hayward,Akiva Goldsman,Marco Beltrami,10547117
Magic in the Moonlight,SPC,964,412095,17,2014,33,25.57,http://www.boxofficemojo.com/movies/?id=magicinthemoonlight.htm,52,Comedy,PG-13,?,Woody Allen,?,?,10539326
Sabotage (2014),ORF,2486,5272444,2486,2014,13,1.99,http://www.boxofficemojo.com/movies/?id=ten2014.htm,20,Action Thriller,R,?,David Ayer,David Ayer,David Sardy,10508518
Getaway (2013),WB,2135,4503892,2130,2013,35,2.33,http://www.boxofficemojo.com/movies/?id=getaway2013.htm,2,Thriller,PG-13,18,Courtney Solomon,Joel Silver,Justin Caine Burnett,10501938
Moms' Night Out,TriS,1046,4311083,1044,2014,19,2.42,http://www.boxofficemojo.com/movies/?id=momsnightout.htm,18,Comedy,PG,5,Andrew Erwin,Andrew Erwin,?,10429707
U2 3D,NGE,686,964315,61,2008,8,10.75,http://www.boxofficemojo.com/movies/?id=u23d.htm,93,IMAX,G,?,?,?,?,10363341
Pandorum,Over.,2506,4424126,2506,2009,39,2.34,http://www.boxofficemojo.com/movies/?id=pandorum.htm,28,Sci-Fi Horror,R,33,Christian Alvart,Paul W.S. Anderson,?,10330853
Straw Dogs (2011),SGem,2408,5123760,2408,2011,37,2.02,http://www.boxofficemojo.com/movies/?id=strawdogs10.htm,40,Thriller,R,25,Rod Lurie,?,?,10324441
Whiteout,WB,2745,4915104,2745,2009,37,2.09,http://www.boxofficemojo.com/movies/?id=whiteout.htm,7,Thriller,R,35,Dominic Sena,Don Carmody,John Frizzell,10275638
Pathfinder: Legend of the Ghost Warrior,Fox,1756,5001214,1720,2007,15,2.05,http://www.boxofficemojo.com/movies/?id=pathfinder.htm,?,Period Adventure,R,45,Marcus Nispel,Brad Fischer,?,10232081
Unfinished Business,Fox,2777,4772613,2777,2015,10,2.14,http://www.boxofficemojo.com/movies/?id=vaughn14.htm,11,Comedy,R,35,Ken Scott,?,?,10219501
Hoodwinked Too! Hood vs. Evil,Wein.,2505,4108630,2505,2011,17,2.47,http://www.boxofficemojo.com/movies/?id=hoodwinked2.htm,11,Animation,PG,30,?,?,?,10143779
The Walk,TriS,2509,1560299,448,2015,41,6.5,http://www.boxofficemojo.com/movies/?id=clouds2015.htm,84,Adventure,PG,35,Robert Zemeckis,Robert Zemeckis,Alan Silvestri,10137502
Prom,BV,2730,4712638,2730,2011,17,2.15,http://www.boxofficemojo.com/movies/?id=prom.htm,36,Comedy,PG,8,Joe Nussbaum,?,Deborah Lurie,10130219
Next Day Air,Sum.,1139,4111043,1138,2009,19,2.44,http://www.boxofficemojo.com/movies/?id=nextdayair.htm,21,Action Comedy,R,?,Benny Boon,?,?,10027047
The Lady in the Van,SPC,602,N/A,N/A,2016,9,#VALUE!,http://www.boxofficemojo.com/movies/?id=ladyinthevan.htm,91,Drama,PG-13,?,?,?,?,10021175
Penelope,Sum.,1207,3802144,1196,2008,9,2.63,http://www.boxofficemojo.com/movies/?id=penelope.htm,53,Fantasy Drama,PG,?,?,?,Joby Talbot,10011996
BRATZ,LGF,1509,4208455,1509,2007,31,2.38,http://www.boxofficemojo.com/movies/?id=bratz.htm,9,Comedy,PG,?,Sean McNamara,Avi Arad,?,10010209
The Express,Uni.,2810,4562675,2808,2008,41,2.15,http://www.boxofficemojo.com/movies/?id=express.htm,61,Sports Drama,PG,40,Gary Fleder,John Davis,Mark Isham,9793406
Rendition,NL,2250,4060012,2250,2007,42,2.4,http://www.boxofficemojo.com/movies/?id=rendition.htm,47,Thriller,R,?,Gavin Hood,Steve Golin,?,9736045
The Perfect Match,LGF,925,4294232,925,2016,11,2.25,http://www.boxofficemojo.com/movies/?id=theperfectmatch.htm,27,Romantic Comedy,R,?,Bille Woodruff,?,?,9669521
I Don't Know How She Does It,Wein.,2490,4402201,2476,2011,37,2.19,http://www.boxofficemojo.com/movies/?id=idontknowhowshedoesit.htm,17,Comedy,PG-13,24,Douglas McGrath,?,Aaron Zigman,9662284
Popstar: Never Stop Never Stopping,Uni.,2313,4698715,2311,2016,23,2.05,http://www.boxofficemojo.com/movies/?id=topsecretuntitledlonelyislandmovie.htm,77,Comedy,R,?,Akiva Schaffer,Judd Apatow,?,9639125
Death Sentence,Fox,1823,4231321,1822,2007,35,2.25,http://www.boxofficemojo.com/movies/?id=deathsentence.htm,20,Action Thriller,R,?,James Wan,Ashok Amritraj,?,9534258
Smart People,Mira.,1119,4092465,1106,2008,15,2.32,http://www.boxofficemojo.com/movies/?id=smartpeople.htm,49,Comedy,R,?,Noam Murro,Bruna Papandrea,?,9511289
Bullet to the Head,WB,2404,4548201,2404,2013,5,2.09,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,47,Action Thriller,R,?,Walter Hill,Brian Kavanaugh,Steve Mazzaro,9489829
Fun Size,Par.,3016,4101017,3014,2012,43,2.29,http://www.boxofficemojo.com/movies/?id=funsize.htm,25,Comedy,PG-13,14,Josh Schwartz,Steve Golin,?,9409538
Black Snake Moan,ParV,1253,4143199,1252,2007,9,2.27,http://www.boxofficemojo.com/movies/?id=blacksnakemoan.htm,66,Drama,R,15,Craig Brewer,Stephanie Allain,?,9396870
Dragonball Evolution,Fox,2181,4756488,2181,2009,15,1.97,http://www.boxofficemojo.com/movies/?id=dragonball.htm,14,Sci-Fi Adventure,PG,?,James Wong,?,Brian Tyler,9362785
Hardcore Henry,STX,3015,5107604,3015,2016,15,1.81,http://www.boxofficemojo.com/movies/?id=hardcorehenry.htm,49,Action Thriller,R,?,Ilya Naishuller,Timur Bekmambetov,?,9252038
Everybody's Fine,Mira.,2141,3852068,2133,2009,49,2.39,http://www.boxofficemojo.com/movies/?id=everybodysfine09.htm,88,Comedy,PG-13,21,Kirk Jones,?,Dario Marianelli,9208876
Tyler Perry Presents Peeples,LGF,2041,4611534,2041,2013,19,1.99,http://www.boxofficemojo.com/movies/?id=wethepeeples.htm,37,Comedy,PG-13,15,Tina Gordon Chism,Stephanie Allain,Aaron Zigman,9177065
A Mighty Heart,ParV,1355,3948863,1355,2007,25,2.32,http://www.boxofficemojo.com/movies/?id=mightyheart.htm,79,War Drama,R,16,Michael Winterbottom,Dede Gardner,?,9176787
Meet the Blacks,Free,1015,4055940,1015,2016,14,2.24,http://www.boxofficemojo.com/movies/?id=meettheblacks.htm,13,Comedy,R,?,?,?,?,9097072
Un Gallo con Muchos Huevos,LGF,616,3424702,395,2015,37,2.65,http://www.boxofficemojo.com/movies/?id=ungalloconmuchoshuevos.htm,63,Animation,PG-13,5.3,?,?,?,9080818
The Boy in the Striped Pajamas,Mira.,679,253085,17,2008,49,35.74,http://www.boxofficemojo.com/movies/?id=boyinthestripedpajamas.htm,63,Drama,PG-13,?,?,?,James Horner,9046156
Battle of the Year,SGem,2008,4603177,2008,2013,38,1.93,http://www.boxofficemojo.com/movies/?id=planetbboy3d.htm,6,Drama,PG-13,20,Benson Lee,Beau Flynn,Christopher Lennertz,8888355
Queen of Katwe,BV,1259,304933,52,2016,40,29.1,http://www.boxofficemojo.com/movies/?id=queenofkatwe.htm,93,Sports Drama,PG,15,Mira Nair,?,?,8874389
Movie 43,Rela.,2023,4805878,2023,2013,4,1.84,http://www.boxofficemojo.com/movies/?id=movie43.htm,4,Comedy,R,6,Elizabeth Banks,Ryan Kavanaugh,Christophe Beck,8840453
Ratchet & Clank,Focus,2895,4869278,2891,2016,18,1.81,http://www.boxofficemojo.com/movies/?id=ratchetandclank.htm,17,Animation,PG,?,?,?,?,8821329
The Seeker: The Dark Is Rising,Fox,3173,3745315,3141,2007,40,2.35,http://www.boxofficemojo.com/movies/?id=darkisrising.htm,14,Fantasy,PG,?,?,Marc Platt,Christophe Beck,8794452
Street Fighter: The Legend of Chun-Li,Fox,1164,4721110,1136,2009,9,1.85,http://www.boxofficemojo.com/movies/?id=streetfighter09.htm,6,Action,PG-13,?,Andrzej Bartkowiak,Patrick Aiello,?,8742261
My Life in Ruins,FoxS,1165,3223161,1164,2009,23,2.69,http://www.boxofficemojo.com/movies/?id=mylifeinruins.htm,9,Comedy,PG-13,?,Donald Petrie,Gary Goetzman,?,8665206
MacGruber,Uni.,2551,4043495,2551,2010,21,2.11,http://www.boxofficemojo.com/movies/?id=macgruber.htm,47,Comedy,R,10,Jorma Taccone,Ryan Kavanaugh,?,8525600
The Quiet Ones,LGF,2027,3880053,2027,2014,17,2.19,http://www.boxofficemojo.com/movies/?id=quietones.htm,36,Horror,PG-13,?,John Pogue,?,?,8509867
Legends of Oz: Dorothy's Return,CE,2658,3747780,2658,2014,19,2.26,http://www.boxofficemojo.com/movies/?id=legendsofoz.htm,16,Animation,PG,70,Will Finn,?,?,8462027
Sex Drive,Sum.,2421,3607164,2421,2008,42,2.33,http://www.boxofficemojo.com/movies/?id=sexdrive.htm,45,Comedy,R,19,Sean Anders,?,Stephen Trask,8402485
Mandela: Long Walk to Freedom,Wein.,1010,84283,4,2013,52,98.75,http://www.boxofficemojo.com/movies/?id=mandela2013.htm,59,Drama,PG-13,?,Justin Chadwick,?,?,8323085
Johnny English Reborn,Uni.,1554,3833300,1552,2011,42,2.17,http://www.boxofficemojo.com/movies/?id=johnnyenglish2.htm,39,Action Comedy,PG,45,Oliver Parker,Rowan Atkinson,Ilan Eshkeri,8305970
Cadillac Records,Sony,701,3445559,687,2008,49,2.38,http://www.boxofficemojo.com/movies/?id=cadillacrecords.htm,67,Music Drama,R,12,?,?,Terence Blanchard,8195551
Code Name: The Cleaner,NL,1736,4244142,1736,2007,1,1.92,http://www.boxofficemojo.com/movies/?id=cleaner.htm,4,Action Comedy,PG-13,20,?,David Brewington,?,8135024
Delta Farce,LGF,1931,3420645,1931,2007,19,2.38,http://www.boxofficemojo.com/movies/?id=deltafarce.htm,4,Comedy,PG-13,?,?,?,?,8130530
Before Midnight,SPC,897,246914,5,2013,24,32.86,http://www.boxofficemojo.com/movies/?id=beforemidnight.htm,98,Drama,R,?,Richard Linklater,Richard Linklater,?,8114627
Inherent Vice,WB,653,328184,5,2015,2,24.71,http://www.boxofficemojo.com/movies/?id=inherentvice.htm,74,Crime,R,?,Paul Thomas Anderson,Paul Thomas Anderson,Jonny Greenwood,8110975
Punisher: War Zone,LGF,2508,4271451,2508,2008,49,1.88,http://www.boxofficemojo.com/movies/?id=punisher2.htm,27,Action,R,35,Lexi Alexander,Kevin Feige,Michael Wandmacher,8050977
Pirate Radio,Focus,883,2904380,882,2009,46,2.76,http://www.boxofficemojo.com/movies/?id=boatthatrocked.htm,61,Comedy,R,50,?,Tim Bevan,?,8017917
Machete Kills,ORF,2538,3837183,2538,2013,41,2.09,http://www.boxofficemojo.com/movies/?id=machete2.htm,28,Action,R,?,Robert Rodriguez,Robert Rodriguez,?,8008161
Blackhat,Uni.,2568,3901815,2567,2015,3,2.05,http://www.boxofficemojo.com/movies/?id=mann2015.htm,34,Thriller,R,70,Michael Mann,Jon Jashni,Harry Gregson,8005980
The Wild Life (2016),LG/S,2493,3342696,2493,2016,37,2.39,http://www.boxofficemojo.com/movies/?id=thewildlife2016.htm,15,Animation,PG,?,?,?,?,8005586
Miracle at St. Anna,BV,1185,3477996,1185,2008,39,2.28,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,34,War Drama,R,45,Spike Lee,Jon Kilik,Terence Blanchard,7919117
